TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Target
4015.1356730672715,Debit,Virginia Beach,Branch,1204.75542108728,Engineer,6582.572803136244,5100.811912596401,9418.86,rendah,1
2830.305065083838,Debit,Las Vegas,ATM,2305.768101758137,Engineer,11507.975936129686,5100.811912596401,7954.92,rendah,0
5996.533159145275,Debit,Colorado Springs,Online,5388.603607636536,Engineer,1325.1200207275142,5100.811912596401,9418.08,sedang,0
2562.635691851701,Debit,Seattle,Online,8251.236577380765,Retired,2930.026659568074,5100.811912596401,6144.68,tinggi,1
14042.538536736189,Debit,Sacramento,Branch,1204.75542108728,Student,-556.4946592924525,5100.811912596401,420.64999999999964,rendah,1
9518.818775086362,Debit,Los Angeles,Online,103.74274041642275,Student,439.6542889534121,5100.811912596401,447.8199999999997,rendah,0
3064.515766661959,Debit,San Antonio,ATM,9132.04672191745,Retired,6637.914411372125,5100.811912596401,7981.45,tinggi,1
5056.648655409701,Credit,Dallas,Online,6489.616288307394,Engineer,8132.137833740922,5100.811912596401,8849.26,sedang,0
4330.040818046257,Credit,Dallas,ATM,12435.084763930021,Retired,14109.031523216112,5100.811912596401,3528.72,tinggi,0
6371.556559074796,Debit,Fresno,Online,4067.388390831508,Engineer,4258.225257229226,5100.811912596401,480.15999999999985,sedang,0
550.1055380314565,Debit,San Diego,Online,5608.806143770707,Doctor,4424.250081936871,5100.811912596401,12145.27,sedang,1
5874.507415465919,Credit,Austin,Online,10233.059402588307,Doctor,1103.7535877839891,5100.811912596401,13546.75,tinggi,0
2577.844178967163,Debit,Fresno,Branch,3847.1858546973367,Engineer,7744.746576089752,5100.811912596401,6481.04,sedang,0
1463.867228604001,Debit,Houston,ATM,10453.261938722479,Retired,5199.03259723921,5100.811912596401,1651.33,tinggi,0
1638.6753687429036,Credit,Detroit,Online,5388.603607636536,Doctor,7634.06335961799,5100.811912596401,11174.94,sedang,0
6439.368519271974,Debit,Portland,Online,4287.5909269656795,Engineer,1878.5361030863278,5100.811912596401,4172.57,sedang,1
595.5520760000136,Debit,Washington,ATM,7590.628968978251,Retired,771.7039383687006,5100.811912596401,5558.36,tinggi,1
4343.996841516917,Credit,Detroit,Online,10673.46447485665,Doctor,12172.075234960263,5100.811912596401,11151.53,tinggi,0
11219.485481350712,Debit,Philadelphia,Branch,7810.831505112422,Doctor,7246.67210196682,5100.811912596401,1415.52,tinggi,1
15557.840623569726,Debit,Tucson,Online,984.5528849531083,Student,2930.026659568074,5100.811912596401,1103.6400000000008,rendah,1
1187.9673799917305,Debit,Mesa,Online,984.5528849531083,Student,4479.591690172752,5100.811912596401,303.6800000000003,rendah,1
2736.9070618571163,Debit,Oklahoma City,Branch,2525.9706378923083,Engineer,4313.566865465108,5100.811912596401,6309.8,sedang,1
5916.912256011385,Credit,San Antonio,Branch,12435.084763930021,Retired,716.3623301328198,5100.811912596401,5133.61,tinggi,1
4227.696645928087,Debit,Louisville,Online,5608.806143770707,Engineer,13610.957049093176,5100.811912596401,9344.98,sedang,0
608.6134825815288,Credit,Los Angeles,Branch,323.9452765505948,Student,12559.466492611431,5100.811912596401,1117.9700000000003,rendah,0
7328.259860326292,Debit,Albuquerque,ATM,7590.628968978251,Doctor,2653.318618388667,5100.811912596401,11835.35,tinggi,0
794.5148721458272,Debit,Milwaukee,ATM,6269.413752173222,Doctor,5365.0574219468535,5100.811912596401,14401.169999999998,sedang,1
9202.482243084743,Debit,Oklahoma City,Online,-777.0674041202619,Student,2265.9273607374976,5100.811912596401,1748.69,rendah,1
6524.178200362905,Debit,San Antonio,Branch,-116.45979571774842,Student,-501.1530510565708,5100.811912596401,1000.46,rendah,1
4702.380367308342,Debit,Chicago,Online,323.9452765505948,Student,5143.6909890033285,5100.811912596401,263.9800000000005,rendah,0
612.7287202715952,Debit,Chicago,Online,1865.3630294897944,Doctor,12116.73362672438,5100.811912596401,5442.76,rendah,0
4569.440297581417,Debit,Charlotte,ATM,-777.0674041202619,Student,14773.130822046689,5100.811912596401,341.9399999999996,rendah,0
1325.738380920037,Debit,Los Angeles,ATM,-336.6623318519196,Student,3594.1259583986503,5100.811912596401,1659.15,rendah,0
7939.64104236788,Debit,Memphis,ATM,9792.654330319965,Doctor,6305.864761956837,5100.811912596401,10113.66,tinggi,1
5260.442382756896,Debit,Philadelphia,Online,7150.223896709907,Retired,3594.1259583986503,5100.811912596401,4446.17,sedang,1
1747.1029357072593,Debit,Virginia Beach,Online,12875.489836198365,Retired,4756.299731352159,5100.811912596401,6452.77,tinggi,1
6462.2707116340825,Credit,Albuquerque,Branch,2966.375710160651,Engineer,14717.789213810804,5100.811912596401,2788.2,sedang,0
5298.731985612296,Debit,San Antonio,Online,-336.6623318519196,Student,7357.355318438584,5100.811912596401,596.1599999999999,rendah,1
9380.511004024567,Debit,San Francisco,Branch,8691.641649649107,Doctor,13168.224183206126,5100.811912596401,12904.66,tinggi,1
7237.545707767005,Debit,Tucson,ATM,3406.780782428994,Engineer,12061.3920184885,5100.811912596401,9062.4,sedang,1
1990.7965763103148,Credit,Seattle,Online,3186.5782462948227,Engineer,7966.113009033278,5100.811912596401,9009.56,sedang,1
2174.0141152071797,Credit,New York,Online,-336.6623318519196,Student,2487.2937936810226,5100.811912596401,1152.1999999999994,rendah,1
14879.542098220107,Credit,Memphis,Branch,10233.059402588307,Doctor,5641.76546312626,5100.811912596401,12168.37,tinggi,1
1145.2046926906069,Debit,Charlotte,Branch,323.9452765505948,Student,5254.374205475091,5100.811912596401,611.8599999999997,rendah,0
1015.8430905202631,Debit,Washington,Online,8911.844185783279,Doctor,3981.5172160498196,5100.811912596401,8670.53,tinggi,1
3001.8925844218197,Credit,Louisville,Online,6930.021360575736,Doctor,8298.162658448566,5100.811912596401,10098.86,sedang,0
6008.521025459817,Debit,Detroit,Branch,2525.9706378923083,Doctor,14275.056347923753,5100.811912596401,5307.74,sedang,0
1590.5449801069112,Credit,Tucson,Branch,7590.628968978251,Retired,1435.8032371992772,5100.811912596401,1047.2800000000002,tinggi,1
1844.7951000018766,Debit,Nashville,Branch,10673.46447485665,Doctor,5420.399030182735,5100.811912596401,6921.48,tinggi,1
4654.786748805836,Debit,Memphis,ATM,2746.1731740264795,Engineer,7634.06335961799,5100.811912596401,112.76000000000022,sedang,1
2763.566645153632,Debit,Baltimore,Branch,11774.477155527507,Retired,13334.249007913771,5100.811912596401,5669.66,tinggi,0
5950.907697798889,Debit,Houston,Branch,2085.5655656239655,Engineer,494.9958971892938,5100.811912596401,4057.1,rendah,0
5548.330097683708,Debit,Detroit,ATM,103.74274041642275,Student,4534.933298408633,5100.811912596401,1585.98,rendah,0
14423.466408134063,Debit,Houston,Branch,2085.5655656239655,Engineer,-556.4946592924525,5100.811912596401,6825.55,rendah,0
2637.7835105398676,Debit,Los Angeles,Branch,7590.628968978251,Retired,3815.4923913421753,5100.811912596401,5516.5,tinggi,0
3675.7180253257175,Debit,Chicago,Online,11994.679691661679,Retired,882.3871548404632,5100.811912596401,5343.3,tinggi,0
5173.127774376359,Debit,Denver,Branch,103.74274041642275,Student,494.9958971892938,5100.811912596401,903.0500000000002,rendah,0
3537.589177641753,Debit,Chicago,Online,544.147812684766,Student,-445.8114428206891,5100.811912596401,1806.1599999999999,rendah,0
1815.6305894157545,Debit,Portland,Branch,984.5528849531083,Student,-722.5194840000959,5100.811912596401,787.7399999999998,rendah,1
14686.304850164819,Debit,Baltimore,ATM,-556.8648679860908,Student,7578.721751382109,5100.811912596401,770.3699999999999,rendah,0
4746.932288387756,Debit,Phoenix,Online,10893.667010990823,Retired,1048.4119795481074,5100.811912596401,1182.77,tinggi,1
1116.7558756158014,Credit,Philadelphia,Online,7150.223896709907,Engineer,1491.1448454351585,5100.811912596401,726.5500000000002,sedang,1
13750.177737363654,Debit,Philadelphia,Online,4287.5909269656795,Doctor,5309.715813710973,5100.811912596401,14464.3,sedang,1
8620.26557162928,Debit,Albuquerque,ATM,8031.034041246593,Doctor,3040.709876039836,5100.811912596401,12046.3,tinggi,0
5881.485427201249,Debit,Jacksonville,Branch,11334.072083259165,Retired,4036.8588242857013,5100.811912596401,7885.64,tinggi,0
2490.171723830968,Credit,Virginia Beach,Branch,-556.8648679860908,Student,9626.361256109718,5100.811912596401,1952.35,rendah,1
4114.080301006692,Debit,Las Vegas,ATM,8251.236577380765,Doctor,15049.838863226094,5100.811912596401,7328.52,tinggi,0
7648.17485988449,Debit,Portland,ATM,8251.236577380765,Engineer,4534.933298408633,5100.811912596401,3210.39,tinggi,1
11783.98873840111,Debit,Mesa,ATM,8911.844185783279,Retired,1380.4616289633955,5100.811912596401,1363.65,tinggi,1
701.1168689191063,Credit,Philadelphia,ATM,8471.439113514936,Engineer,12061.3920184885,5100.811912596401,1241.9899999999998,tinggi,1
4368.330420901657,Debit,Los Angeles,ATM,3626.983318563165,Doctor,11507.975936129686,5100.811912596401,7873.28,sedang,0
8465.49684980722,Credit,Las Vegas,Branch,4727.995999234022,Doctor,4092.2004325215826,5100.811912596401,10328.23,sedang,0
5525.4279053216,Credit,Virginia Beach,Online,764.3503488189372,Student,-169.1034016412832,5100.811912596401,293.2399999999998,rendah,1
564.4194082577733,Credit,Los Angeles,Branch,6269.413752173222,Doctor,5752.448679598024,5100.811912596401,11385.37,sedang,0
869.6626908339949,Debit,Tucson,Branch,8911.844185783279,Retired,2653.318618388667,5100.811912596401,2762.48,tinggi,1
9328.26537769851,Debit,Colorado Springs,Branch,6930.021360575736,Retired,11563.317544365567,5100.811912596401,7432.99,sedang,0
6005.658251414554,Debit,Los Angeles,ATM,-556.8648679860908,Student,-722.5194840000959,5100.811912596401,1057.0000000000005,rendah,0
705.4110299870008,Debit,Atlanta,Online,4727.995999234022,Doctor,7412.6969266744645,5100.811912596401,5956.89,sedang,0
6120.348136602923,Debit,Tucson,Branch,8251.236577380765,Engineer,6859.280844315651,5100.811912596401,7261.59,tinggi,1
5659.083668559841,Debit,Denver,ATM,10233.059402588307,Retired,1989.2193195580908,5100.811912596401,1748.02,tinggi,0
14829.085705672333,Debit,Oklahoma City,ATM,2085.5655656239655,Engineer,4479.591690172752,5100.811912596401,9660.22,rendah,1
9192.82038068198,Debit,Houston,ATM,5388.603607636536,Engineer,6416.5479784286,5100.811912596401,6371.51,sedang,0
9829.96652913094,Debit,Kansas City,ATM,7150.223896709907,Doctor,10345.802163176177,5100.811912596401,9442.47,sedang,0
5961.285253712969,Debit,Portland,ATM,9572.451794185792,Doctor,7246.67210196682,5100.811912596401,13531.219999999998,tinggi,1
12926.23558246125,Debit,Milwaukee,ATM,8691.641649649107,Retired,2487.2937936810226,5100.811912596401,1389.37,tinggi,1
2596.273286883547,Debit,Louisville,ATM,7370.426432844079,Engineer,7966.113009033278,5100.811912596401,6706.56,sedang,0
1845.1529467575342,Debit,Atlanta,ATM,764.3503488189372,Student,9681.7028643456,5100.811912596401,420.6700000000001,rendah,0
16433.84948142036,Credit,Las Vegas,Online,2525.9706378923083,Engineer,7412.6969266744645,5100.811912596401,5140.93,sedang,0
6969.339564401381,Debit,Omaha,ATM,9132.04672191745,Doctor,8464.18748315621,5100.811912596401,7945.57,tinggi,1
2859.290652292131,Debit,Charlotte,Branch,4948.198535368194,Doctor,827.0455466045814,5100.811912596401,5873.54,sedang,0
9192.283610548493,Credit,Milwaukee,Online,11994.679691661679,Retired,550.3375054251746,5100.811912596401,3074.45,tinggi,1
10308.049794689945,Debit,Columbus,ATM,9352.249258051621,Retired,5752.448679598024,5100.811912596401,6155.76,tinggi,0
8687.540761692972,Debit,Virginia Beach,Online,1424.9579572214516,Engineer,-667.1778757642151,5100.811912596401,8318.29,rendah,1
9563.191772787946,Debit,Chicago,ATM,8031.034041246593,Engineer,2044.560927793972,5100.811912596401,230.09000000000015,tinggi,0
9211.607335354021,Debit,Indianapolis,Branch,7810.831505112422,Retired,5088.349380767447,5100.811912596401,2513.56,tinggi,0
3433.9925418787802,Debit,San Diego,Branch,4287.5909269656795,Doctor,14662.447605574922,5100.811912596401,10090.05,sedang,1
10912.452964996202,Debit,Boston,ATM,103.74274041642275,Student,8242.821050212686,5100.811912596401,480.1899999999996,rendah,0
9876.307683988642,Debit,Oklahoma City,ATM,4727.995999234022,Doctor,7302.013710202702,5100.811912596401,13498.55,sedang,1
2142.1657539536236,Debit,Fort Worth,ATM,6489.616288307394,Doctor,6305.864761956837,5100.811912596401,14942.779999999999,sedang,0
599.3094669344218,Debit,San Jose,ATM,3847.1858546973367,Doctor,1214.4368042557512,5100.811912596401,14143.32,sedang,1
1472.0977039841341,Credit,Milwaukee,ATM,7590.628968978251,Retired,7412.6969266744645,5100.811912596401,6736.3,tinggi,1
13687.196708367854,Debit,Memphis,Branch,5829.0086799048795,Engineer,-943.8859169436219,5100.811912596401,3313.07,sedang,1
1096.8953806767854,Credit,Fort Worth,Online,6930.021360575736,Retired,7910.771400797397,5100.811912596401,1540.87,sedang,0
1695.2151561368582,Credit,Louisville,Online,2305.768101758137,Engineer,6471.889586664482,5100.811912596401,6820.23,rendah,0
11035.73117232036,Debit,Portland,Branch,2305.768101758137,Engineer,5697.107071362142,5100.811912596401,714.4499999999998,rendah,1
3609.6952989068277,Debit,Nashville,ATM,-116.45979571774842,Student,14109.031523216112,5100.811912596401,1306.9099999999999,rendah,1
1906.8815121085286,Credit,Memphis,Online,7590.628968978251,Engineer,8962.261957279143,5100.811912596401,7255.33,tinggi,1
1232.8771478268022,Debit,Louisville,Branch,8251.236577380765,Retired,7135.988885495058,5100.811912596401,1153.8400000000006,tinggi,0
2244.8677728274515,Credit,Atlanta,Branch,12214.88222779585,Retired,1546.4864536710397,5100.811912596401,6647.73,tinggi,0
1114.9666418375114,Debit,Philadelphia,Branch,103.74274041642275,Student,2985.368267803955,5100.811912596401,8709.77,rendah,1
9309.478423026467,Debit,Fresno,Online,323.9452765505948,Student,2597.9770101527856,5100.811912596401,857.8999999999996,rendah,0
15570.90203015124,Credit,Virginia Beach,Online,6930.021360575736,Doctor,8740.895524335618,5100.811912596401,509.4499999999998,sedang,1
1821.3561375062818,Debit,Atlanta,ATM,6489.616288307394,Engineer,7246.67210196682,5100.811912596401,2812.06,sedang,0
14113.034347600802,Debit,Phoenix,Online,7810.831505112422,Engineer,5033.007772531566,5100.811912596401,6179.91,tinggi,1
7155.777724099167,Debit,San Francisco,Branch,10012.856866454134,Retired,6416.5479784286,5100.811912596401,3484.32,tinggi,1
4423.080974517321,Debit,Seattle,ATM,-777.0674041202619,Student,-777.8610922359776,5100.811912596401,754.21,rendah,1
4573.913382027142,Debit,Atlanta,Online,-777.0674041202619,Student,2099.9025360298533,5100.811912596401,751.0900000000001,rendah,0
4763.572162525849,Credit,Kansas City,Branch,3847.1858546973367,Doctor,3262.0763089833617,5100.811912596401,8510.09,sedang,0
6609.345728209494,Debit,San Jose,Online,-777.0674041202619,Student,6693.256019608007,5100.811912596401,511.3699999999999,rendah,1
8281.026847265553,Debit,Memphis,ATM,8251.236577380765,Doctor,10401.143771412058,5100.811912596401,12648.32,tinggi,1
6103.529339086999,Credit,Portland,Branch,7150.223896709907,Engineer,937.728763076344,5100.811912596401,233.21000000000004,sedang,1
1849.9838779589168,Debit,Boston,ATM,323.9452765505948,Student,7025.305669023295,5100.811912596401,1092.9200000000005,rendah,0
922.2661639157122,Debit,Los Angeles,ATM,8251.236577380765,Engineer,7412.6969266744645,5100.811912596401,6711.15,tinggi,0
1353.1136577278694,Credit,Seattle,Online,764.3503488189372,Student,1878.5361030863278,5100.811912596401,459.3699999999999,rendah,1
9239.51938229534,Debit,Louisville,Branch,4727.995999234022,Engineer,7800.088184325634,5100.811912596401,7071.09,sedang,0
734.7544639509515,Debit,Fort Worth,ATM,4948.198535368194,Engineer,7135.988885495058,5100.811912596401,9045.19,sedang,0
10094.057434806498,Debit,Las Vegas,Online,4727.995999234022,Engineer,-279.78661811304573,5100.811912596401,9642.12,sedang,0
5349.188378160066,Credit,Washington,Online,984.5528849531083,Engineer,1435.8032371992772,5100.811912596401,6263.96,rendah,1
2258.465949542453,Debit,Denver,Branch,11113.869547124992,Retired,-501.1530510565708,5100.811912596401,7460.33,tinggi,0
4013.70428604464,Debit,San Francisco,Online,8691.641649649107,Retired,3926.1756078139383,5100.811912596401,4233.82,tinggi,1
4999.57209788226,Debit,San Jose,ATM,4507.793463099851,Engineer,12116.73362672438,5100.811912596401,8303.9,sedang,1
1301.9415716687845,Debit,El Paso,Online,1424.9579572214516,Student,9847.727689053245,5100.811912596401,314.27999999999975,rendah,0
3705.7771528009844,Debit,Baltimore,Online,2966.375710160651,Doctor,8464.18748315621,5100.811912596401,5241.23,sedang,0
7423.983867464791,Debit,New York,Branch,5388.603607636536,Doctor,5586.4238548903795,5100.811912596401,6863.06,sedang,1
3495.900030607603,Debit,Denver,Online,11994.679691661679,Retired,-390.46983458480827,5100.811912596401,3877.73,tinggi,0
6682.167542985886,Debit,Fresno,Branch,10453.261938722479,Retired,12504.124884375551,5100.811912596401,4046.58,tinggi,0
1844.6161766240475,Debit,Raleigh,ATM,11113.869547124992,Retired,4977.666164295684,5100.811912596401,2409.73,tinggi,1
12524.194752479556,Debit,Washington,Branch,8031.034041246593,Engineer,1491.1448454351585,5100.811912596401,5211.88,tinggi,1
5068.636521724242,Debit,Seattle,ATM,5168.401071502365,Engineer,6914.622452551532,5100.811912596401,6217.86,sedang,1
1324.3069938974054,Debit,Philadelphia,Online,764.3503488189372,Student,4534.933298408633,5100.811912596401,5978.12,rendah,1
6404.299537217496,Credit,San Antonio,Online,984.5528849531083,Student,2155.244144265735,5100.811912596401,1671.6599999999999,rendah,1
1353.8293512391851,Debit,San Diego,ATM,9352.249258051621,Doctor,52.26303130224278,5100.811912596401,8253.52,tinggi,1
